	homepage	id_article	ids_related_articles	name_tool	abstract	citations_per_year	relative_views	id	closets_neighbor_1	closets_neighbor_2	closets_neighbor_3	closets_neighbor_4	similarity_neighbor_1	similarity_neighbor_2	similarity_neighbor_3	similarity_neighbor_4	x	y	z	closest_neighbors	x_2d	y_2d
13	http://www.esat.kuleuven.ac.be/maran/	14	NULL	MARAN	Summary: MARAN is a web-based application for normalizing microarray data.MARAN comprises a generic ANOVA model, an option for Loess fitting prior to ANOVA analysis, and a module for selecting genes with significantly changing expression.Availability:http://www.esat.kuleuven.ac.be/maran/Contact:kristof.engelen@esat.kuleuven.ac.be*To whom correspondenceshould be addressed.	1.0	4	13	553	719	1140	901	0.121698517347	0.104582811497	0.0988655978363	0.0930068595795	-0.9162712935	2.91296159515	0.697722911671	NULL	-0.933993437352	1.77289321251
14	http://Ligand.Info	15	NULL	Ligand-Info	Motivation: The Ligand-Info system is based on the assumption thatsmall molecules with similar structure have similar functional (binding)properties. The developed system enables a fast and sensitive index basedsearch for similar compounds in large databases. Index profiles, constructedby averaging indexes of related molecules are used to increase thespecificity of the search. The utilization of index profiles helps to focuson frequent, common features of a family of compounds.Results: A Java-based tool for clustering and scanning of smallmolecules has been created. The tool can interactively cluster sets ofmolecules and create index profiles on the user side and automaticallydownload similar molecules from a databases of 250 000 compounds. Theresults of the application of index profiles demonstrate that the profilebased search strategy can increase the quality of the selection process.Availability: The system is available athttp://Ligand.Info. Theapplication requires the Java Runtime Environment 1.4, which can be automatically installed during the first use on desktop systems, whichsupport it. A standalone version of the program is available from theauthors upon request.Contact:leszek@bioinfo.pl*To whom correspondenceshould be addressed.	2.0	4	14	1172	597	547	98	0.19096547948	0.183803370669	0.170495557384	0.16822432743	-0.945815530688	-0.218880609623	0.860867818585	NULL	-0.11070352547	2.62946800671
15	http://www.che.udel.edu/eXPatGen/	16	NULL	eXPatGen	Motivation: Experimental gene expression data sets, such as thosegenerated by microarray or gene chip experiments, typically have significantnoise and complicated interconnectivities that make understanding evensimple regulatory patterns difficult. Given these complications,characterizing the effectiveness of different analysis techniques to uncovernetwork groups and structures remains a challenge. Generating simulatedexpression patterns with known biological features of expression complexity,diversity and interconnectivities provides a more controlled means ofinvestigating the appropriateness of different analysis methods. Asimulation-based approach can systematically evaluate different geneexpression analysis techniques and provide a basis for improved methods indynamic metabolic network reconstructionResults: We have developed an on-line simulator, called eXPatGen,to generate dynamic gene expression patterns typical of microarrayexperiments. eXPatGen provides a quantitative network structure to representkey biological features, including the induction, repression, and cascaderegulation of messenger RNA (mRNA). The simulation is modular such that theexpression model can be replaced with other representations, depending onthe level of biological detail required by the user. Two example genenetworks, of 25 and 100 genes respectively, were simulated. Two standardanalysis techniques, clustering and PCA analysis, were performed on theresulting expression patterns in order to demonstrate how the simulatormight be used to evaluate different analysis methods and provideexperimental guidance for biological studies of gene expressionAvailability:http://www.che.udel.edu/eXPatGen/Contact:dhurjati@che.udel.edu*To whom correspondenceshould be addressed.	1.0	4	15	1104	27	381	1140	0.17127322724	0.169300858663	0.145975099269	0.144692301711	-0.552601320906	-0.292287853796	-0.959950762648	NULL	-1.97310314803	0.846497759937
16	http://www.iris.irri.org	17	NULL	IRIS	The International Rice Information System (IRIS,http://www.iris.irri.org) is the rice implementation of the International CropInformation System (ICIS,http://www.icis.cgiar.org), a databasesystem for the management and integration of global information on geneticresources and germplasm improvement for any crop. Building upon thegermplasm genealogy and field data components of ICIS, IRIS is beingextended to handle diverse rice genomics data including: genetic mapping,genome annotation, genotype, mutant, transcripteome, proteome andmetabolomic data. Users can access information in the database throughstand-alone programs and WWW interfaces offering specialist views toresearchers with different interests.Availability:http://bioinformatics.org/project/?group_id=141Contact:r.bruskiewich@cgiar.orgKeywords: database, crop, rice, germplasm, genotype, phenotype, genomics*To whom correspondenceshould be addressed.	1.0	4	16	2262	2164	769	968	0.106313327918	0.0969026583191	0.0882055348563	0.0840200197098	0.143063532376	0.326466888206	-2.71774843899	NULL	-0.612702496436	1.65733589636
17	http://www.mygrid.org.uk	18	NULL	myGrid	Motivation: ThemyGrid project aims to exploit Grid technology, with an emphasis on the Information Grid, and providemiddleware layers that make it appropriate for the needs of bioinformatics.myGrid is building high level services for data and applicationintegration such as resource discovery, workflow enactment and distributedquery processing. Additional services are provided to support the scientificmethod and best practice found at the bench but often neglected at theworkstation, notably provenance management, change notification andpersonalisation.Results: We give an overview of these services and their metadata.In particular, semantically rich metadata expressed using ontologiesnecessary to discover, select and compose services into dynamic workflows.Availability: Software is available on request from the authorsand information fromhttp://www.mygrid.org.ukContact:carole@cs.man.ac.uk*To whom correspondenceshould be addressed.	5.0	4	17	250	1209	945	1849	0.148165031242	0.134602429874	0.0990684901875	0.0981294450043	0.0559858254367	-2.92073002472	0.358088218193	NULL	-2.47204538851	1.22852290124
18	http://asia.genesilico.pl/strucla/	19	NULL	STRUCLA	Motivation: Evolutionary relationships of proteins have long been derivedfrom the alignment of protein sequences. But from the view of function, mostrestraints of evolutionary divergence operate at the level of tertiarystructure. It has been demonstrated that quantitative measures ofdissimilarity in families of structurally similar proteins can be applied tothe construction of trees from a comparison of their three-dimensionalstructures. However, no convenient tool is publicly available to carry outsuch analyses.Results: We developed STRUCLA (STRUcture CLAssification), a WWW tool forgeneration of trees based on evolutionary distances inferred from proteinstructures according to various methods. The server takes as an input a listof PDB files or the initial alignment of protein coordinates provided by theuser (for instance exported from SWISS PDB VIEWER). The user specifies the distance cutoff and selects the distance measures. The server returns seriesof unrooted trees in the NEXUS format and corresponding distance matrices,as well as a consensus tree. The results can be used as an alternative and acomplement to a fixed hierarchy of current protein structure databases. Itcan complement sequence-based phylogenetic analysis in the ‘twilight zone ofhomology’, where amino acid sequences are too diverged to provide reliablerelationships.Availability: The service is free for all users and available athttp://asia.genesilico.pl/strucla/Contact:asia@genesilico.pl;iamb@genesilico.pl*To whom correspondenceshould be addressed.	0.0	4	18	155	2264	2079	844	0.242393897993	0.209269352254	0.17858870294	0.175920479943	-0.506684898508	0.956277627277	1.73773856625	NULL	1.4698973515	-0.696582587768
19	http://www.mpiz-koeln.mpg.de/GABI-Kat/	20	NULL	GABI-Kat SimpleSearch	Summary: GABI-Kat SimpleSearch is a database of flanking sequence tags (FSTs) of T-DNAmutagenizedArabidopsis thalianalines that were generated by the GABI-Kat project. Sequencesflanking the T-DNA insertion sites were aligned to theA.thalianagenome sequence, annotated with information about the FST, the insertion site and the linefrom which the FST was derived. A web interface permits text-based as wellas sequence-based searches for relevant insertions. GABI-Kat SimpleSearchaims to help biologists to quickly find T-DNA insertion mutants for theirresearch.Availability:http://www.mpiz-koeln.mpg.de/GABI-Kat/Contact:weisshaa@mpiz-koeln.mpg.de*To whom correspondenceshould be addressed.†Present address: Max Planck Unit for Structural Molecular Biology,Notkestrasse 85, D-22607 Hamburg, Germany.‡Present address: Bielefeld University, Faculty of Biology, PO Box,D-33501 Bielefeld, Germany.	3.0	4	19	1450	1208	1674	68	0.23241214236	0.124994798647	0.124427864154	0.119678875657	3.14237244005	-0.980924597171	-1.318962848	NULL	0.197114255398	-2.77278435119
20	http://www.fccc.edu/research/labs/dunbrack/pisces	21	NULL	PISCES	Summary: PISCES is a public server for culling sets of protein sequences from the Protein Data Bank (PDB) by sequence identity andstructural quality criteria. PISCES can provide lists culled from the entirePDB or from lists of PDB entries or chains provided by the user. Thesequence identities are obtained from PSI-BLAST alignments withposition-specific substitution matrices derived from the non-redundantprotein sequence database. PISCES therefore provides better lists thanservers that use BLAST, which is unable to identify many relationships below40% sequence identity and often overestimates sequence identity byaligning only well-conserved fragments. PDB sequences are updated weekly.PISCES can also cull non-PDB sequences provided by the user as a list ofGenBank identifiers, a FASTA format file, or BLAST/PSI-BLAST output.Availability: The server is located athttp://www.fccc.edu/research/labs/dunbrack/piscesContact:rl_dunbrack@fccc.edu*To whom correspondenceshould be addressed.	55.0	4	20	228	861	1527	398	0.207413657979	0.18964111324	0.189273136649	0.186041936591	-1.63723870159	-2.91709250474	-0.668944028341	NULL	0.857308630869	0.12940277826
21	http://bibiserv.TechFak.Uni-Bielefeld.DE/agenda/	22	NULL	AGenDA	Summary: We present a www server for homology-basedgene prediction.The user enters a pair of evolutionary relatedgenomic sequences, for example from human and mouse. Our software systemuses CHAOS and DIALIGN to calculate an alignment of the input sequencesand then searches for conserved splicing signals and start/stop codonsaround regions of local sequence similarity. This way, candidate exons are identified that are used, in turn, to calculate optimalgene models.The server returns the constructed gene model by email,together with a graphical representation of the underlying genomic alignment.Availability:http://bibiserv.TechFak.Uni-Bielefeld.DE/agenda/Contact:ltaher@TechFak.Uni-Bielefeld.DE*To whom correspondenceshould be addressed.	1.0	4	21	68	162	1086	570	0.399446261559	0.243164025688	0.236841217827	0.229017969809	1.1610218645	-1.40193261185	0.754870962836	NULL	0.780247695375	-1.67497787832
22	http://www.ebi.ac.uk/goldman-srv/pandit/	23	NULL	Pandit	Motivation: A large, high-quality database of homologous sequence alignments with goodestimates of their corresponding phylogenetic trees will be a valuableresource to those studying phylogenetics. It will allow researchers tocompare current and new models of sequence evolution across a large varietyof sequences. The large quantity of data may provide inspiration for newmodels and methodology to study sequence evolution and may allow generalstatements about the relative effect of different molecular processes onevolution.Results: The Pandit 7.6 database contains 4341 families of sequences derived from theseed alignments of the Pfam database of amino acid alignments of families ofhomologous protein domains (Batemanet al., 2002). Each family in Pandit includes an alignment of amino acid sequences that matches the correspondingPfam family seed alignment, an alignment of DNA sequences that contain thecoding sequence of the Pfam alignment when they can be recovered (overall,82.9% of sequences taken from Pfam) and the alignment of amino acidsequences restricted to only those sequences for which a DNA sequence couldbe recovered. Each of the alignments has an estimate of the phylogenetictree associated with it. The tree topologies were obtained using theneighbor joining method based on maximum likelihood estimates of theevolutionary distances, with branch lengths then calculated using a standardmaximum likelihood approach.Availability: The Pandit database is available for browsing and download via its home pageathttp://www.ebi.ac.uk/goldman-srv/pandit/Contact:simon@ebi.ac.uk*To whom correspondenceshould be addressed.	2.0	4	22	999	1087	2140	330	0.261949833296	0.21425127449	0.209619912127	0.190910570157	2.349784312	-0.971520872322	0.0611797377084	NULL	1.10106986979	-1.40997825307
23	http://projects.villa-bosch.de/mcm/database/prosat/	24	NULL	ProSAT	Summary:ProSAT (for Protein Structure Annotation Tool) is a tool to facilitate interactive visualization of non-structure-based functional annotations in protein 3D structures. It performs automated mapping of the functional annotations onto the protein structure and allows functional sites to be readily identified upon visualization. The current version of ProSAT can be applied to large datasets of protein structures for fast visual identification of active and other functional sites derived from the SwissProt and Prosite databases.Availability:http://projects.villa-bosch.de/mcm/database/prosat/	1.0	4	23	1980	407	2340	640	0.267065974069	0.22328830187	0.216873024702	0.212383284328	-1.53438865631	1.31946091285	2.01605784621	NULL	2.33471533129	0.027787809102
24	http://qge.fhcrc.org/signalviewer/	25	NULL	SignalViewer	Summary:Microarray technology is now routinely used to monitor genome-wide expression profiles. However, current microarray imaging and analysis packages typically require manual intervention and assumptions on alignments. Unfortunately, limitations and assumptions are typically undisclosed and methods are not published. To facilitate exploration of image data, we developed SignalViewer. This paper presents a description of the application.Availability:SignalViewer is available athttp://qge.fhcrc.org/signalviewer/Supplementary information:Screenshots are available at the above location, along with downloads for Windows 2000 and Linux (Redhat 7.2).	0.0	4	24	1417	2117	302	181	0.105972701286	0.101758892831	0.0977162675837	0.0966656520139	-0.47964574912	-0.970992080798	-0.732107402341	NULL	-2.28760981193	0.201424953755
25	http://www.ebi.ac.uk/embl/sva/	26	NULL	EMBL	Summary:The EMBL Nucleotide Sequence Database, maintained at the European Bioinformatics institute, is Europe's primary nucleotide sequences database. Its entries are subject to changes, but only the most recent versions are preserved in the database. The EMBL Sequence Version Archive is a new publicly available database retaining also the earlier versions of these entries.Availability:http://www.ebi.ac.uk/embl/sva/	1.0	4	25	35	381	310	2427	0.348728458269	0.238432822339	0.218967938099	0.209184977138	-1.27974842496	-2.64244758078	0.509223946246	NULL	-1.96735194907	1.3902223476
26	http://mutdb.org/	27	NULL	MutDB	Summary:We have developed a resource, MutDB (http://mutdb.org/), to aid in determining which single nucleotide polymorphisms (SNPs) are likely to alter the function of their associated protein product. MutDB contains protein structure annotations and comparative genomic annotations for 8000 disease-associated mutations and SNPs found in the UCSC Annotated Genome and the human RefSeq gene set. MutDB provides interactive mutation maps at the gene and protein levels, and allows for ranking of their predicted functional consequences based on conservation in multiple sequence alignments.Availability:http://mutdb.org/Supplementary information:http://mutdb.org/about/about.html	2.0	4	26	375	818	1363	1980	0.131113386012	0.129671297207	0.118666961088	0.113183204159	-2.50482909014	1.78383838492	-0.992687928253	NULL	2.08859133267	0.882753930161
27	http://www.cs.tau.ac.il/~rshamir/expander/expander.html	28	NULL	EXPANDER	Motivation:Microarrays have become a central tool in biological research. Their applications range from functional annotation to tissue classification and genetic network inference. A key step in the analysis of gene expression data is the identification of groups of genes that manifest similar expression patterns. This translates to the algorithmic problem of clustering genes based on their expression patterns.Results:We present a novel clustering algorithm, called CLICK, and its applications to gene expression analysis. The algorithm utilizes graph-theoretic and statistical techniques to identify tight groups (kernels) of highly similar elements, which are likely to belong to the same true cluster. Several heuristic procedures are then used to expand the kernels into the full clusters. We report on the application of CLICK to a variety of gene expression data sets. In all those applications it outperformed extant algorithms according to several common figures of merit. We also point out that CLICK can be successfully used for the identification of common regulatory motifs in the upstream regions of co-regulated genes. Furthermore, we demonstrate how CLICK can be used to accurately classify tissue samples into disease types, based on their expression profiles. Finally, we present a new java-based graphical tool, called EXPANDER, for gene expression analysis and visualization, which incorporates CLICK and several other popular clustering algorithms.Availability:http://www.cs.tau.ac.il/~rshamir/expander/expander.html	13.0	4	27	1031	1104	194	888	0.241583631305	0.223813277252	0.2182440346	0.214645937362	-0.237574703902	-0.320363680192	-0.996802806347	NULL	-1.80396045586	0.497938312793
28	http://www.tree-puzzle.de	29	NULL	TREE-PUZZLE	Summary: TREE-PUZZLE is a program package for quartet-basedmaximum-likelihood phylogenetic analysis (formerly PUZZLE, Strimmerand von Haeseler,Mol. Biol. Evol.,13,964–969, 1996) that provides methods for reconstruction,comparison, and testing of trees and models on DNA as well as proteinsequences. To reduce waiting time for larger datasets the treereconstruction part of the software has been parallelized usingmessage passing that runs on clusters of workstations as well asparallel computers.Availability:http://www.tree-puzzle.de. Theprogram is written in ANSI C. TREE-PUZZLE can be run on UNIX,Windows and Mac systems, including Mac OS X. To run the parallelversion of PUZZLE, a Message Passing Interface (MPI) library has tobe installed on the system. Free MPI implementations are availableon the Web (cf.http://www.lam-mpi.org/mpi/implementations/).Contact:hschmidt@molgen.mpg.de;haeseler@eva.mpg.de*To whom correspondence should beaddressed.	0.0	4	28	76	2264	1013	323	0.158370598933	0.149096099462	0.148234918464	0.145745264997	2.85834202111	1.66326931543	0.179211039651	NULL	0.602830117347	-0.425363994799
30	http://www.fas.umontreal.ca/biol/casgrain/en/labo/t-rex	31	NULL	T-REX	Summary: T-REX (tree and reticulogram reconstruction) is anapplication to reconstruct phylogenetic trees and reticulationnetworks from distance matrices. The application includes a number oftree fitting methods like NJ, UNJ or ADDTREE which have been verypopular in phylogenetic analysis. At the same time, the softwarecomprises several new methods of phylogenetic analysis such as: treereconstruction using weights, tree inference from incomplete distancematrices or modeling a reticulation network for a collection ofobjects or species. T-REX also allows the user to visualize obtainedtree or network structures using Hierarchical, Radial or Axial typesof tree drawing and manipulate them interactively.Availability: T-REX is a freeware package available online at:http://www.fas.umontreal.ca/biol/casgrain/en/labo/t-rexContact:makarenv@magellan.umontreal.caorcasgrain@magellan.umontreal.ca	0.0	4	29	1308	2264	1076	221	0.198336101687	0.187161403304	0.171819296797	0.157972631311	2.63664121598	1.65430222953	-0.130061089837	NULL	0.876350123462	-0.161934155062
