	Unnamed: 0	title	link_to_tools	tag	views	citations_amount	altmetric_score	journal	authors	topics	abstract	date	citations_link	link	doi	references	all_links	altmetric_link	year	name_tool	homepage	info
547	547	Sequencing and comparative analysis of the gorilla MHC genomic sequence	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	19	6.0	1	Database Oxford	Laurens G. Wilming,Elizabeth A. Hart,Penny C. Coggill,Roger Horton,James G. R. Gilbert,Chris Clee,Matt Jones,Christine Lloyd,Sophie Palmer,Sarah Sims,Siobhan Whitehead,David Wiley,Stephan Beck,Jennifer L. Harrow	NULL	Major histocompatibility complex (MHC) genes play a critical role in vertebrate immune response and because the MHC is linked to a significant number of auto-immune and other diseases it is of great medical interest. Here we describe the clone-based sequencing and subsequent annotation of the MHC region of the gorilla genome. Because the MHC is subject to extensive variation, both structural and sequence-wise, it is not readily amenable to study in whole genome shotgun sequence such as the recently published gorilla genome. The variation of the MHC also makes it of evolutionary interest and therefore we analyse the sequence in the context of human and chimpanzee. In our comparisons with human and re-annotated chimpanzee MHC sequence we find that gorilla has a trimodular RCCX cluster, versus the reference human bimodular cluster, and additional copies of Class I (pseudo)genes betweenGogo-KandGogo-A(the orthologues ofHLA-Kand-A). We also find thatGogo-H(andPatr-H) is coding versus theHLA-Hpseudogene and, conversely, there is aGogo-DQB2pseudogene versus theHLA-DQB2coding gene. Our analysis, which is freely available through the VEGA genome browser, provides the research community with a comprehensive dataset for comparative and evolutionary research of the MHC.	2013-04-15	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000317463000001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/330685/Sequencing-and-comparative-analysis-of-the-gorilla	10.1093/database/bat011	12445322,14574404,18193213,16440057,17554300,15573121,11782246,16136131,16702430,17319744,7063861,11528119,22398555,18003653,14737185,18989455,10866107,1744581,9866194,10663565,15269276,10368437,11564803,15289473,11079097,10081226,15758205,12493009,9321430,8781120,10369920,11034563,9480751,12743023,19127303,1464555,1587552,8340229,22526602,9733642,17345114,9675159,11252172,11120825,8661725,10871871,11367523,1681597,16728259,7797267,9066271,8797733,8514140,10859342,1618655,1729169,11487475,12224044,10343159,15530841,19135723,10207042,23099234,23122694,16094301,22897909,17675392,21854592,16515853,15607421,15140828,15123589,9862982,9283765,9149143	http://vega.sanger.ac.uk/Gorilla_gorilla/Location/Chromosome?r=6-MHC,http://www.ebi.ac.uk/imgt/hla/stats.html,http://www.ebi.ac.uk/ipd/mhc/nhp/index.html,http://vega.sanger.ac.uk/Pan_troglodytes/Info/Index,http://www.lpzoo.com/,http://bacpac.chori.org/library.php?id=127,http://www.repeatmasker.org,http://blast.advbiocomp.com/,http://doc.bioperl.org/bioperl-live/Bio/Tools/Fgenesh.html,http://vega.sanger.ac.uk/,http://www.sanger.ac.uk/research/projects/vertebrategenome/havana/	https://badges.altmetric.com/?size=128&score=1&types=tttttttt	NULL	MHC	http://vega.sanger.ac.uk/Gorilla_gorilla/Location/Chromosome?r=6-MHC	NULL
551	551	YY1TargetDB: an integral information resource for Yin Yang 1 target loci	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	22	5.0	1	Database Oxford	Andy M. Guo,Kun Sun,Xiaoxi Su,Huating Wang,Hao Sun	NULL	Yin Yang 1 (YY1), a ubiquitously expressed transcription factor, plays a critical role in regulating cell development, differentiation, cellular proliferation and tumorigenesis. Previous studies identified many YY1-regulated target genes in both human and mouse. Emerging global mapping by Chromatin ImmnoPrecipitation (ChIP)-based high-throughput experiments indicate that YY1 binds to a vast number of loci genome-wide. However, the information is widely scattered in many disparate poorly cross-indexed literatures; a large portion was only published recently by the ENCODE consortium with limited annotation. A centralized database, which annotates and organizes YY1-binding loci and target motifs in a systematic way with easy access, will be valuable resources for the research community. We therefore implemented a web-based YY1 Target loci Database (YY1TargetDB). This database contains YY1-binding loci (binding peaks) from ChIP-seq and ChIP-on-chip experiments, computationally predicated YY1 and cofactor motifs within each locus. It also collects the experimentally verified YY1-binding motifs from individual researchers. The current version of YY1TargetDB contains 92 314 binding loci identified by ChIP-based experiments; 157 200 YY1-binding motifs in which 42 are experimentally verified and 157 158 are computationally predicted; and 130 759 binding motifs for 47 cofactors.Database URL:http://www.myogenesisdb.org/YY1TargetDB	2013-02-14	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316179400002&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/330343/YY1TargetDB-an-integral-information-resource-for	10.1093/database/bat007	16314846,9141463,18977326,17438126,22319554,22438993,9662337,21173166,22570637,21170310,22210892,20145141,22075998,22955616,19497933,17241466,21775309,21912677,19797408,19773424,22121212,20959295,8524292,12411495	http://www.myogenesisdb.org/YY1TargetDB,http://www.myogenesisdb.org/YY1TargetDB,http://www.myogenesisdb.org/YY1TargetDB	https://badges.altmetric.com/?size=128&score=1&types=tttttttt	NULL	YY1TargetDB	http://www.myogenesisdb.org/YY1TargetDB	NULL
554	554	The YeastGenome app: theSaccharomycesGenome Database at your fingertips	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	9	2.0	15	Database Oxford	Edith D. Wong,Kalpana Karra,Benjamin C. Hitz,Eurie L. Hong,J. Michael Cherry	NULL	TheSaccharomycesGenome Database (SGD) is a scientific database that provides researchers with high-quality curated data about the genes and gene products ofSaccharomyces cerevisiae. To provide instant and easy access to this information on mobile devices, we have developed YeastGenome, a native application for the Apple iPhone and iPad. YeastGenome can be used to quickly find basic information aboutS. cerevisiaegenes and chromosomal features regardless of internet connectivity. With or without network access, you can view basic information and Gene Ontology annotations about a gene of interest by searching gene names and gene descriptions or by browsing the database within the app to find the gene of interest. With internet access, the app provides more detailed information about the gene, including mutant phenotypes, references and protein and genetic interactions, as well as provides hyperlinks to retrieve detailed information by showing SGD pages and views of the genome browser. SGD provides online help describing basic ways to navigate the mobile version of SGD, highlights key features and answers frequently asked questions related to the app. The app is available from iTunes (http://itunes.com/apps/yeastgenome). The YeastGenome app is provided freely as a service to our community, as part of SGD’s mission to provide free and open access to all its data and annotations.	2013-02-07	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316179800001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/330095/The-YeastGenome-app-the-Saccharomyces-Genome	10.1093/database/bat004	22110037,21071413,20157474,22102568,17142221,22434830,23023984,17001629,17724061,12368253	http://itunes.com/apps/yeastgenome,http://www.yeastgenome.org,http://yeastmine.yeastgenome.org,http://intermine.org,http://spell.yeastgenome.org,https://github.com/edwong57/YeastGenome-app,http://www.yeastgenome.org/yeastgenome-app-information	https://badges.altmetric.com/?size=128&score=15&types=bttttttg	NULL	YeastGenome	http://itunes.com/apps/yeastgenome	app
555	555	TIARA genome database: update 2013	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	DATABASE UPDATE	18	2.0	8	Database Oxford	Dongwan Hong,Jongkeun Lee,Thomas Bleazard,HyunChul Jung,Young Seok Ju,Saet-byeol Yu,Sujung Kim,Sung-Soo Park,Jong-Il Kim,Jeong-Sun Seo	NULL	The Total Integrated Archive of short-Read and Array (TIARA;http://tiara.gmi.ac.kr) database stores and integrates human genome data generated from multiple technologies including next-generation sequencing and high-resolution comparative genomic hybridization array. The TIARA genome browser is a powerful tool for the analysis of personal genomic information by exploring genomic variants such as SNPs, indels and structural variants simultaneously. As of September 2012, the TIARA database provides raw data and variant information for 13 sequenced whole genomes, 16 sequenced transcriptomes and 33 high resolution array assays. Sequencing reads are available at a depth of ∼30× for whole genomes and 50× for transcriptomes. Information on genomic variants includes a total of ∼9.56 million SNPs, 23 025 of which are non-synonymous SNPs, and ∼1.19 million indels. In this update, by adding high coverage sequencing of additional human individuals, the TIARA genome database now provides an extensive record of rare variants in humans. Following TIARA’s fundamentally integrative approach, new transcriptome sequencing data are matched with whole-genome sequencing data in the genome browser. Users can here observe, for example, the expression levels of human genes with allele-specific quantification. Improvements to the TIARA genome browser include the intuitive display of new complex and large-scale data sets.	2013-03-19	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316542200001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/330001/TIARA-genome-database-update-2013	10.1093/database/bat003	18772890,21720365,20129251,20393554,22460905,21062823,22009675,17898773,21037260,15286789,20952405,18776908,19587683,20364138,20802225,21725310,21051338,22257667,22194472,20147302,16597236,22086951,16500937,22086963,18516045	http://tiara.gmi.ac.kr,http://tiara.gmi.ac.kr	https://badges.altmetric.com/?size=128&score=8&types=bbbbtttt	NULL	TIARA	http://tiara.gmi.ac.kr	database
556	556	CrossTope: a curate repository of 3D structures of immunogenic peptide: MHC complexes	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	18	6.0	2	Database Oxford	Marialva Sinigaglia,Dinler Amaral Antunes,Maurício Menegatti Rigo,José Artur Bogo Chies,Gustavo Fioravanti Vieira	NULL	The CrossTope is a highly curate repository of three-dimensional structures of peptide:major histocompatibility complex (MHC) class I complexes (pMHC-I). The complexes hosted by this databank were obtained in protein databases and by large-scalein silicoconstruction of pMHC-I structures, using a new approach developed by our group. At this moment, the database contains 182 ‘non-redundant’ pMHC-I complexes from two human and two murine alleles. A web server provides interface for database query. The user can download (i) structure coordinate files and (ii) topological and charges distribution maps images from the T-cell receptor-interacting surface of pMHC-I complexes. The retrieved structures and maps can be used to cluster similar epitopes in cross-reactivity approaches, to analyse viral escape mutations in a structural level or even to improve the immunogenicity of tumour antigens.Database URL:http://www.crosstope.com.br	2013-02-07	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316179100002&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/329916/CrossTope-a-curate-repository-of-3D-structures-of	10.1093/database/bat002	15056212,16308574,15528078,20536568,16051445,21097780,15980461,19247286,20360767,20442757,15100292,16470819,17766153,20875153,15845547,19499576,21513985,21638687,16551255,21965815,16496339,21051598,20875418,14696386	http://www.crosstope.com.br,http://www.rcsb.org,http://hla.alleles.org/nomenclature/,http://www.ncbi.nlm.nih.gov/,http://www.uniprot.org/,http://www.iedb.org/,http://www.allelefrequencies.net/	https://badges.altmetric.com/?size=128&score=2&types=tttttttt	NULL	CrossTope	http://www.crosstope.com.br	repository
557	557	pseudoMap: an innovative and comprehensive resource for identification of siRNA-mediated mechanisms in human transcribed pseudogenes	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	DATABASE TOOL	13	4.0	1	Database Oxford	Wen-Ling Chan,Wen-Kuang Yang,Hsien-Da Huang,Jan-Gowth Chang	NULL	RNA interference (RNAi) is a gene silencing process within living cells, which is controlled by the RNA-induced silencing complex with a sequence-specific manner. In flies and mice, the pseudogene transcripts can be processed into short interfering RNAs (siRNAs) that regulate protein-coding genes through the RNAi pathway. Following these findings, we construct an innovative and comprehensive database to elucidate siRNA-mediated mechanism in human transcribed pseudogenes (TPGs). To investigate TPG producing siRNAs that regulate protein-coding genes, we mapped the TPGs to small RNAs (sRNAs) that were supported by publicly deep sequencing data from various sRNA libraries and constructed the TPG-derived siRNA-target interactions. In addition, we also presented that TPGs can act as a target for miRNAs that actually regulate the parental gene. To enable the systematic compilation and updating of these results and additional information, we have developed a database, pseudoMap, capturing various types of information, including sequence data, TPG and cognate annotation, deep sequencing data, RNA-folding structure, gene expression profiles, miRNA annotation and target prediction. As our knowledge, pseudoMap is the first database to demonstrate two mechanisms of human TPGs: encoding siRNAs and decoying miRNAs that target the parental gene. pseudoMap is freely accessible athttp://pseudomap.mbc.nctu.edu.tw/.Database URL:http://pseudomap.mbc.nctu.edu.tw/	2013-02-07	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316179100001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/329654/pseudoMap-an-innovative-and-comprehensive-resource	10.1093/database/bat001	10692568,14656963,19123937,17937804,15860774,15103394,19754956,15876366,17568002,19641029,12140234,10479675,12721631,20577206,21441351,17304245,18463631,18403677,18463636,18463630,18404147,18404146,22086963,18948287,16141072,21037258,17991681,18000000,15608160,17145715,16381836,18285502,19056940,17967047,21316602,12045153,12824337,18029362,18955434,17612493,15652477,15502875,16845047,16939800,16572319,18636107,2231712,22155609,17099229,15608268,18597685,16671097	http://pseudomap.mbc.nctu.edu.tw/,http://pseudomap.mbc.nctu.edu.tw/,http://www.ensembl.org/index.html,http://www.mysql.com/,http://www.apache.org/,http://www.php.net/,http://www.linux.com,http://www.smarty.net,http://www.javascriptsource.com/,http://www.w3schools.com/css/,http://www.w3schools.com/html/,http://pseudomap.mbc.nctu.edu.tw/,http://www.pseudogene.org/,https://genome.uiowa.edu/pseudogenes/,http://pbil.univ-lyon1.fr/databases/hoppsigen.html,http://pseudomap.mbc.nctu.edu.tw/,http://www.pseudogene.org/,https://genome.uiowa.edu/pseudogenes/,http://pbil.univ-lyon1.fr/databases/hoppsigen.html,http://pseudomap.mbc.nctu.edu.tw/	https://badges.altmetric.com/?size=128&score=1&types=tttttttt	NULL	pseudoMap	http://pseudomap.mbc.nctu.edu.tw/	NULL
559	559	T-HOD: a literature-based candidate gene database for hypertension, obesity and diabetes	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	38	8.0	0	Database Oxford	Hong-Jie Dai,Johnny Chi-Yang Wu,Richard Tzong-Han Tsai,Wen-Harn Pan,Wen-Lian Hsu	NULL	Researchers are finding it more and more difficult to follow the changing status of disease candidate genes due to the exponential increase in gene mapping studies. The Text-mined Hypertension, Obesity and Diabetes candidate gene database (T-HOD) is developed to help trace existing research on three kinds of cardiovascular diseases: hypertension, obesity and diabetes, with the last disease categorized into Type 1 and Type 2, by regularly and semiautomatically extracting HOD-related genes from newly published literature. Currently, there are 837, 835 and 821 candidate genes recorded in T-HOD for hypertension, obesity and diabetes, respectively. T-HOD employed the state-of-art text-mining technologies, including a gene/disease identification system and a disease–gene relation extraction system, which can be used to affirm the association of genes with three diseases and provide more evidence for further studies. The primary inputs of T-HOD are the three kinds of diseases, and the output is a list of disease-related genes that can be ranked based on their number of appearance, protein–protein interactions and single-nucleotide polymorphisms. Unlike manually constructed disease gene databases, the content of T-HOD is regularly updated by our text-mining system and verified by domain experts. The interface of T-HOD facilitates easy browsing for users and allows T-HOD curators to verify data efficiently. We believe that T-HOD can help life scientists in search for more disease candidate genes in a less time- and effort-consuming manner.Database URL:http://bws.iis.sinica.edu.tw/THOD	2013-02-12	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316179500001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/329321/T-HOD-a-literature-based-candidate-gene-database	10.1093/database/bas061	11882567,18499899,18657591,17169983,18605991,15118671,17932060,17625544,18854039,16551372,22168213,21685052,20479501,19958519	http://bws.iis.sinica.edu.tw/THOD,http://www.hprd.org/,http://bws.iis.sinica.edu.tw:8080/THOD/request_sentence_list,http://alias-i.com/lingpipe	NULL	NULL	T-HOD	http://bws.iis.sinica.edu.tw/THOD	database
560	560	bc-GenExMiner 3.0: new mining module computes breast cancer gene expression correlation analyses	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	DATABASE TOOL	35	15.0	0	Database Oxford	Pascal Jézéquel,Jean-Sébastien Frénel,Loïc Campion,Catherine Guérin-Charbonnel,Wilfried Gouraud,Gabriel Ricolleau,Mario Campone	NULL	We recently developed a user-friendly web-based application called bc-GenExMiner (http://bcgenex.centregauducheau.fr), which offered the possibility to evaluate prognostic informativity of genes in breast cancer by means of a ‘prognostic module’. In this study, we develop a new module called ‘correlation module’, which includes three kinds of gene expression correlation analyses. The first one computes correlation coefficient between 2 or more (up to 10) chosen genes. The second one produces two lists of genes that are most correlated (positively and negatively) to a ‘tested’ gene. A gene ontology (GO) mining function is also proposed to explore GO ‘biological process’, ‘molecular function’ and ‘cellular component’ terms enrichment for the output lists of most correlated genes. The third one explores gene expression correlation between the 15 telomeric and 15 centromeric genes surrounding a ‘tested’ gene. These correlation analyses can be performed in different groups of patients: all patients (without any subtyping), in molecular subtypes (basal-like, HER2+, luminal A and luminal B) and according to oestrogen receptor status. Validation tests based on published data showed that these automatized analyses lead to results consistent with studies’ conclusions. In brief, this new module has been developed to help basic researchers explore molecular mechanisms of breast cancer.Database URL:http://bcgenex.centregauducheau.fr	2013-01-15	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316178300001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/329170/bc-GenExMiner-3-0-new-mining-module-computes	10.1093/database/bas060	21452023,10802651,21633166,15574760,16897746,17157792,18662380,19020972,19513072,15149721,20825665,21898387,17599933,18757432,19147748,19372580,17133270,18314908,20068109,12414653	http://bcgenex.centregauducheau.fr,http://bcgenex.centregauducheau.fr,http://www.ensembl.org,http://www.ncbi.nlm.nih.gov/mapview/,http://www.ncbi.nlm.nih.gov/sites/entrez?db=unigene	NULL	NULL	bc-GenExMiner 3.0	http://bcgenex.centregauducheau.fr	NULL
561	561	Evidence classification of high-throughput protocols and confidence integration in RegulonDB	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	21	3.0	0	Database Oxford	Verena Weiss,Alejandra Medina-Rivera,Araceli M. Huerta,Alberto Santos-Zavaleta,Heladia Salgado,Enrique Morett,Julio Collado-Vides	NULL	RegulonDB provides curated information on the transcriptional regulatory network ofEscherichia coliand contains both experimental data and computationally predicted objects. To account for the heterogeneity of these data, we introduced in version 6.0, a two-tier rating system for the strength of evidence, classifying evidence as either ‘weak’ or ‘strong’ (Gama-Castro,S.,Jimenez-Jacinto,V., Peralta-Gil,M.et al.RegulonDB (Version 6.0): gene regulation model ofEscherichia ColiK-12 beyond transcription, active (experimental) annotated promoters and textpresso navigation.Nucleic Acids Res., 2008;36:D120–D124.). We now add to our classification scheme the classification of high-throughput evidence, including chromatin immunoprecipitation (ChIP) and RNA-seq technologies. To integrate these data into RegulonDB, we present two strategies for the evaluation of confidence, statistical validation and independent cross-validation. Statistical validation involves verification of ChIP data for transcription factor-binding sites, using tools for motif discovery and quality assessment of the discovered matrices. Independent cross-validation combines independent evidence with the intention to mutually exclude false positives. Both statistical validation and cross-validation allow to upgrade subsets of data that are supported by weak evidence to a higher confidence level. Likewise, cross-validation of strong confidence data extends our two-tier rating system to a three-tier system by introducing a third confidence score ‘confirmed’.Database URL:http://regulondb.ccg.unam.mx/	2013-01-17	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316174600001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/328558/Evidence-classification-of-high-throughput	10.1093/database/bas059	21051347,21097882,22139911,22102575,22121220,22096227,18158297,19304856,19609351,20164839,19923228,20190049,21962126,21816880,21460078,20625424,20888288,20711195,19735299,19015660,21074401,16381895,20852648,12566399,21266481,22067484,18660515,21889483,20838408,17897965,17698025,11196314,22383849,19758836,16436800,19881496,19838305,22163312,7505337,8995304,22015844,12202758,17652327,12087173,17598888,22096236,20395217,19371405,21252076,18516045,17565680,18638416,17623705,21572102,22180530,17449618,12366850,18948201,21398637,15520470,14986705,17981601,19026863,17581117,18765474,19736561,21646344,20602746,17406458,21115656,22242135,21938619,2172928,10812473,15720719,16855295,15637633,20923783,23203884,22334569,22156162,18215291,21715389,14741201,3058703,8388874,2113912,8757744,1490614,8106311,1729205,1429435,2198266,22152010,2404765,2211510,1971620,1971621,8104841	http://regulondb.ccg.unam.mx/,http://regulondb.ccg.unam.mx/evidenceClassification.jsp,http://rsat.ulb.ac.be/	NULL	NULL	RegulonDB	http://regulondb.ccg.unam.mx/	NULL
562	562	‘What’s in the NIDDK CDR?’—public query tools for the NIDDK central data repository	http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8,http://prodata.swmed.edu/CASP8/evaluation/Evaluation.htm,http://prodata.swmed.edu/CASP8/evaluation/seqmapping.html,http://prodata.swmed.edu/CASP8/evaluation/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation_human/DomainsAll.First.html,http://prodata.swmed.edu/CASP8/evaluation/DomainDefinition.htm,http://robetta.bakerlab.org/CASP8_eval/	ORIGINAL ARTICLE	18	2.0	1	Database Oxford	Huaqin Pan,Mary-Anne Ardini,Vesselina Bakalov,Michael DeLatte,Paul Eggers,Laxminarayana Ganapathi,Craig R. Hollingsworth,Joshua Levy,Sheping Li,Joseph Pratt,Norma Pugh,Ying Qin,Rebekah Rasooly,Helen Ray,Jean E. Richardson,Amanda Flynn Riley,Susan M. Rogers,Sylvia Tan,Charles F. Turner,Stacie White,Philip C. Cooley	NULL	The National Institute of Diabetes and Digestive Disease (NIDDK) Central Data Repository (CDR) is a web-enabled resource available to researchers and the general public. The CDR warehouses clinical data and study documentation from NIDDK funded research, including such landmark studies as The Diabetes Control and Complications Trial (DCCT, 1983–93) and the Epidemiology of Diabetes Interventions and Complications (EDIC, 1994–present) follow-up study which has been ongoing for more than 20 years. The CDR also houses data from over 7 million biospecimens representing 2 million subjects. To help users explore the vast amount of data stored in the NIDDK CDR, we developed a suite of search mechanisms called the public query tools (PQTs). Five individual tools are available to search data from multiple perspectives: study search, basic search, ontology search, variable summary and sample by condition. PQT enables users to search for information across studies. Users can search for data such as number of subjects, types of biospecimens and disease outcome variables without prior knowledge of the individual studies. This suite of tools will increase the use and maximize the value of the NIDDK data and biospecimen repositories as important resources for the research community.Database URL:https://www.niddkrepository.org/niddk/home.do	2013-02-07	http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000316180000001&DestLinkType=RelatedRecords&DestApp=ALL_WOS&UsrCustomerID=61f30d8ae69c46f86624c5f98a3bc13a	https://academic.oup.com/database/article/328512/What-s-in-the-NIDDK-CDR-public-query-tools-for-the	10.1093/database/bas058	16595012,17898773	https://www.niddkrepository.org/niddk/home.do,https://biolincc.nhlbi.nih.gov/studies/,http://www.phoebe-eu.org,https://www.niddkrepository.org/niddk/home.do,http://www.isber.org/newsletters/documents/July2010.pdf	https://badges.altmetric.com/?size=128&score=1&types=tttttttt	NULL	NIDDK	https://www.niddkrepository.org/niddk/home.do	repository
