	homepage	id_article	ids_related_articles	name_tool	abstract	citations_per_year	relative_views	id	closets_neighbor_1	closets_neighbor_2	closets_neighbor_3	closets_neighbor_4	similarity_neighbor_1	similarity_neighbor_2	similarity_neighbor_3	similarity_neighbor_4	x	y	z	closest_neighbors	x_2d	y_2d
12	http://globplot.embl.de	13	NULL	GlobPlot	A major challenge in the proteomics and structural genomics era is to predict protein structure and function, including identification of those proteins that are partially or wholly unstructured. Non-globular sequence segments often contain short linear peptide motifs (e.g. SH3-binding sites) which are important for protein function. We present here a new tool for discovery of such unstructured, or disordered regions within proteins. GlobPlot (http://globplot.embl.de) is a web service that allows the user to plot the tendency within the query protein for order/globularity and disorder. We show examples with known proteins where it successfully identifies inter-domain segments containing linear motifs, and also apparently ordered regions that do not contain any recognised domain. GlobPlot may be useful in domain hunting efforts. The plots indicate that instances of known domains may often contain additional N- or C-terminal segments that appear ordered. Thus GlobPlot may be of use in the design of constructs corresponding to globular proteins, as needed for many biochemical studies, particularly structural biology. GlobPlot has a pipeline interface—GlobPipe—for the advanced user to do whole proteome analysis. GlobPlot can also be used as a generic infrastructure package for graphical displaying of any possible propensity.	38.0	4	11	448	265	684	1696	0.23099414473	0.185928670991	0.175031090971	0.1721992783	2.39336045062	1.66975705343	-1.08325528228	NULL	1.38491413037	2.67347112211
13	http://tools.neb.com/NEBcutter	14	NULL	NEBcutter	NEBcutter, version 1.0, is a program available via a web server (http://tools.neb.com/NEBcutter) that will accept an input DNA sequence and produce a comprehensive report of the restriction enzymes that will cleave the sequence. It produces a variety of outputs including restriction enzyme maps, theoretical digests and links into the restriction enzyme database, REBASE (http://www.neb.com/rebase). Importantly, its table of recognition sites is updated daily from REBASE and it marks all sites that are potentially affected by DNA methylation (Dam, Dcm, etc.). Many options exist to choose the enzymes used for digestion, including all known specificities, subsets of those that are commercially available or sets of enzymes that produce compatible termini.	18.0	4	12	36	809	171	375	0.55252627017	0.238329832232	0.22345713354	0.223175258951	0.256471337288	0.168838491899	-1.14758734935	NULL	-2.60805759752	-1.60605234229
14	http://perl.idmb.tamu.edu/mak.htm	15	NULL	MAK	Miniature inverted repeat transposable elements (MITEs) are ubiquitous and numerous in higher eukaryotic genomes. Analysis of MITE families is laborious and time consuming, especially when multiple MITE families are involved in the study. Based on the structural characteristics of MITEs and genetic principles for transposable elements (TEs), we have developed a computational tool kit named MITE analysis kit (MAK) to automate the processes (http://perl.idmb.tamu.edu/mak.htm). In addition to its ability to routinely retrieve family member sequences and to report the positions of these elements relative to the closest neighboring genes, MAK is a powerful tool for revealing anchor elements that link MITE families to known transposable element families. Implementation of the MAK is described, as are genetic principles and algorithms used in its derivation. Test runs of the programs for several MITE families yielded anchor sequences that retain TIRs and coding regions reminiscent of transposases. These anchor sequences are consistent with previously reported putative autonomous elements for these MITE families. Furthermore, analysis of two MITE families with no known links to any transposon family revealed two novel transposon families, namely Math and Kid, belonging to the IS5/Harbinger/PIF superfamily.	2.0	4	13	1640	855	802	935	0.620226991713	0.253093496145	0.174699420464	0.136560744202	0.302951690619	0.22134111692	0.967551436773	NULL	2.84142772185	1.88336248551
15	http://www.lsi.upc.es/~alggen	16	NULL	ALGGEN	In this paper we present several web-based tools to identify conserved patterns in sequences. In particular we present details on the functionality of PROMO version 2.0, a program for the prediction of transcription factor binding site in a single sequence or in a group of related sequences and, of MALGEN, a tool to visualize sequence correspondences among long DNA sequences. The web tools and associated documentation can be accessed athttp://www.lsi.upc.es/~alggen(RESEARCH link).	20.0	4	14	696	240	108	107	0.15966025069	0.147680238761	0.145166149522	0.139827461041	-0.546521845904	-1.6699450527	-3.29374986639	NULL	-1.8837540798	3.13395947279
17	http://www.psort.org	18	NULL	PSORT-B	Automated prediction of bacterial protein subcellular localization is an important tool for genome annotation and drug discovery. PSORT has been one of the most widely used computational methods for such bacterial protein analysis; however, it has not been updated since it was introduced in 1991. In addition, neither PSORT nor any of the other computational methods available make predictions for all five of the localization sites characteristic of Gram-negative bacteria. Here we present PSORT-B, an updated version of PSORT for Gram-negative bacteria, which is available as a web-based application athttp://www.psort.org. PSORT-B examines a given protein sequence for amino acid composition, similarity to proteins of known localization, presence of a signal peptide, transmembrane alpha-helices and motifs corresponding to specific localizations. A probabilistic method integrates these analyses, returning a list of five possible localization sites with associated probability scores. PSORT-B, designed to favor high precision (specificity) over high recall (sensitivity), attained an overall precision of 97% and recall of 75% in 5-fold cross-validation tests, using a dataset we developed of 1443 proteins of experimentally known localization. This dataset, the largest of its kind, is freely available, along with the PSORT-B source code (under GNU General Public License).	17.0	4	15	503	762	336	1515	0.223028310359	0.194338458961	0.185283805019	0.172223611443	4.4064755798	0.400457519021	-1.16798134654	NULL	1.02680256272	0.658230795775
18	http://www.tigr.org/tdb/glimmerm/glmr_form.html	19	NULL	GlimmerM	We present three programs forab initiogene prediction in eukaryotes: Exonomy, Unveil and GlimmerM. Exonomy is a 23-state Generalized Hidden Markov Model (GHMM), Unveil is a 283-state standard Hidden Markov Model (HMM) and GlimmerM is a previously-described genefinder which utilizes decision trees and Interpolated Markov Models (IMMs). All three are readily re-trainable for new organisms and have been found to perform well compared to other genefinders. Results are presented forArabidopsis thaliana. Cases have been found where each of the genefinders outperforms each of the others, demonstrating the collective value of this ensemble of genefinders. These programs are all accessible through webservers athttp://www.tigr.org/software.	3.0	4	16	117	719	560	718	0.102068484501	0.09997022439	0.094245199498	0.0860372086562	2.06022519608	0.599749219084	-2.73848221166	NULL	2.63394788016	1.59590578138
19	http://rocky.bms.umist.ac.uk/SiteSeer/	20	NULL	SiteSeer	The regulation of gene expression is a fundamental process within every living cell, which allows organisms to manage the precise levels of functional gene products with high sensitivity. It is well established that specific DNA sequences located upstream of the transcriptional start site are important in facilitating the binding of regulatory proteins that control the transcription of the gene. Indeed, microarray-based studies have successfully mined the upstream regions of co-expressed genes and discovered over-represented sequences corresponding to known promoter sites. Here we describe a tool for the visualisation of mapped transcription factor binding sites in the upstream regions of either single or grouped eukaryotic genes, which allows users to examine the positions of known and user-defined sites (http://rocky.bms.umist.ac.uk/SiteSeer/). SiteSeer allows the user to map different sections of the TRANSFAC and SCPD databases (or a set of user-defined sites) onto nucleotide sequences. Additionally, users may restrict the analysis by expectation values for certain DNA words as well as by known binding sites specific to a given organism. We believe this tool will prove particularly valuable for biologists who wish to examine sets of co-expressed or functionally-related genes and those who wish to visualise the positions of promoter sequences and generate displays for publications.	1.0	4	17	378	102	108	240	0.249765479583	0.246260899348	0.234119946668	0.223500323731	-1.11819074998	-1.84016776228	-3.10195434523	NULL	-1.97675240008	3.12181147696
20	http://www.softberry.com/berry.phtml?topic=promh	21	NULL	PromH	Accurate prediction of promoters is fundamental for understanding gene expression patterns, cell specificity and development. In the studies of conserved features of regulatory regions of orthologous genes, it was observed that major promoter functional components such as transcription start points, TATA-boxes and regulatory motifs, are significantly more conservative than the sequences around them (70–100% compared with 30–50%). To improve promoter identification accuracy, we employed these findings in a new program, PromH, created by extending the TSSW program feature set. PromH uses linear discriminant functions that take into account conservation features and nucleotide sequences of promoter regions in pairs of orthologous genes. The program was tested on two sets of pairs of orthologous, mostly human and rodent, sequences with known transcription start sites (TSS), annotated to have TATA (21 genes, 11 orthologous pairs) and TATA-less (38 genes, 19 pairs) promoters, respectively. The program correctly predicted TSS for all 21 genes of the first set with a median deviation of 2 bp from true site location. Only for two genes, was there significant (46 and 105 bp) discrepancy between predicted and annotated TSS positions. For 38 TATA-less promoters from the second set, TSS was predicted for 27 genes, in 14 cases within 10 bp distance from annotated TSS, and in 21 cases—within 100 bp distance. Despite more discrepancies between predicted and annotated TSS for genes from the second set, these results are consistent with observations of much higher occurrence of multiple TSS in TATA-less promoters. In any case, our results show that PromH identifies TSS positions significantly more accurately than any other published promoter prediction method. The PromH program is available athttp://www.softberry.com/berry.phtml?topic=promh.	4.0	4	18	2013	1568	1639	378	0.309813104514	0.289253659276	0.282020846012	0.218613819586	-1.58188077466	-1.82032773231	-3.63151732112	NULL	-2.11670070555	3.28931338809
21	http://www.cbs.dtu.dk/services/RevTrans/	22	NULL	RevTrans	The simple fact that proteins are built from 20 amino acids while DNA only contains four different bases, means that the ‘signal-to-noise ratio’ in protein sequence alignments is much better than in alignments of DNA. Besides this information-theoretical advantage, protein alignments also benefit from the information that is implicit in empirical substitution matrices such as BLOSUM-62. Taken together with the generally higher rate of synonymous mutations over non-synonymous ones, this means that the phylogenetic signal disappears much more rapidly from DNA sequences than from the encoded proteins. It is therefore preferable to align coding DNA at the amino acid level and it is for this purpose we have constructed the program RevTrans. RevTrans constructs a multiple DNA alignment by: (i) translating the DNA; (ii) aligning the resulting peptide sequences; and (iii) building a multiple DNA alignment by ‘reverse translation’ of the aligned protein sequences. In the resulting DNA alignment, gaps occur in groups of three corresponding to entire codons, and analogous codon positions are therefore always lined up. These features are useful when constructing multiple DNA alignments for phylogenetic analysis. RevTrans also accepts user-provided protein alignments for greater control of the alignment process. The RevTrans web server is freely available athttp://www.cbs.dtu.dk/services/RevTrans/.	18.0	4	19	230	663	301	345	0.30476437647	0.268408424936	0.228631977196	0.222799962139	-1.25899568007	2.29349046935	-1.96954041775	NULL	-0.047211420803	2.54447817515
22	http://bioinfo.mbb.yale.edu/expressyourself	23	NULL	ExpressYourself	DNA microarrays are widely used in biological research; by analyzing differential hybridization on a single microarray slide, one can detect changes in mRNA expression levels, increases in DNA copy numbers and the location of transcription factor binding sites on a genomic scale. Having performed the experiments, the major challenge is to process large, noisy datasets in order to identify the specific array elements that are significantly differentially hybridized. This normally requires aggregating different, often incompatible programs into a multi-step pipeline. Here we present ExpressYourself, a fully integrated platform for processing microarray data. In completely automated fashion, it will correct the background array signal, normalize the Cy5 and Cy3 signals, score levels of differential hybridization, combine the results of replicate experiments, filter problematic regions of the array and assess the quality of individual and replicate experiments. ExpressYourself is designed with a highly modular architecture so various types of microarray analysis algorithms can readily be incorporated as they are developed; for example, the system currently implements several normalization methods, including those that simultaneously consider signal intensity and slide location. The processed data are presented using a web-based graphical interface to facilitate comparison with the original images of the array slides. In particular, Express Yourself is able to regenerate images of the original microarray after applying various steps of processing, which greatly facilities identification of position-specific artifacts. The program is freely available for use athttp://bioinfo.mbb.yale.edu/expressyourself.	2.0	4	20	94	469	902	32	0.247035261438	0.185034375922	0.176458554846	0.174495295219	-1.7596547184	-0.242016557439	1.68502081535	NULL	-2.41050899105	-1.24626508158
23	http://www.cbs.dtu.dk/services/GenePublisher	24	NULL	GenePublisher	GenePublisher, a system for automatic analysis of data from DNA microarray experiments, has been implemented with a web interface athttp://www.cbs.dtu.dk/services/GenePublisher. Raw data are uploaded to the server together with a specification of the data. The server performs normalization, statistical analysis and visualization of the data. The results are run against databases of signal transduction pathways, metabolic pathways and promoter sequences in order to extract more information. The results of the entire analysis are summarized in report form and returned to the user.	2.0	4	21	352	246	1793	951	0.181745931365	0.172374320585	0.166238219461	0.166048966953	-2.14186379987	-0.0187136395712	2.10297316794	NULL	1.97292104558	-2.72963493457
24	http://wilab.inha.ac.kr/pseudoviewer2/	25	NULL	PseudoViewer2	Visualizing RNA pseudoknot structures is computationally more difficult than depicting RNA secondary structures, because a drawing of a pseudoknot structure is a graph (and possibly a nonplanar graph) with inner cycles within the pseudoknot, and possibly outer cycles formed between the pseudoknot and other structural elements. We previously developed PseudoViewerfor visualizing H-type pseudoknots. PseudoViewer2 improves on the first version in many ways: (i) PseudoViewer2 is more general because it can visualize a pseudoknot of any type, including H-type pseudoknots, as a planar graph; (ii) PseudoViewer2 computes a drawing of RNA structures much more efficiently and is an order of magnitude faster in actual running time; and (iii) PseudoViewer2 is a web-based application program. Experimental results demonstrate that PseudoViewer2 generates an aesthetically pleasing drawing of pseudoknots of any type and that the new representation offered by PseudoViewer2 ensures uniform and clear drawings, with no edge crossing, for all types of pseudoknots. The PseudoViewer2 algorithm is the first developed for the automatic drawing of RNA secondary structures, including pseudoknots of any type. PseudoViewer2 is accessible athttp://wilab.inha.ac.kr/pseudoviewer2/.	3.0	4	22	253	836	899	1084	0.44619100908	0.303576845407	0.293949845491	0.173657153405	-3.30520832812	3.38160253671	-0.28066121933	NULL	-2.25056664246	-2.79023957865
25	http://www.daimi.au.dk/~compbio/pfold	26	NULL	Pfold	RNA secondary structures are important in many biological processes and efficient structure prediction can give vital directions for experimental investigations. Many available programs for RNA secondary structure prediction only use a single sequence at a time. This may be sufficient in some applications, but often it is possible to obtain related RNA sequences with conserved secondary structure. These should be included in structural analyses to give improved results. This work presents a practical way of predicting RNA secondary structure that is especially useful when related sequences can be obtained. The method improves a previous algorithm based on an explicit evolutionary model and a probabilistic model of structures. Predictions can be done on a web server athttp://www.daimi.au.dk/~compbio/pfold.	17.0	4	23	1084	1212	516	658	0.40379626114	0.403500190096	0.382839651754	0.351864558917	-2.29506776862	2.99934653571	-0.258404344684	NULL	-2.04332216599	-2.35311962793
26	http://www.RNAsoft.ca	27	NULL	RNAsoft	DNA and RNA strands are employed in novel ways in the construction of nanostructures, as molecular tags in libraries of polymers and in therapeutics. New software tools for prediction and design of molecular structure will be needed in these applications. The RNAsoft suite of programs provides tools for predicting the secondary structure of a pair of DNA or RNA molecules, testing that combinatorial tag sets of DNA and RNA molecules have no unwanted secondary structure and designing RNA strands that fold to a given input secondary structure. The tools are based on standard thermodynamic models of RNA secondary structure formation. RNAsoft can be found online athttp://www.RNAsoft.ca.	4.0	4	24	1212	23	1084	516	0.345295729955	0.336193058998	0.30401395075	0.302095867849	-2.34818770473	3.06508562313	-0.184156799003	NULL	-2.06702964449	-2.40911939253
27	http://cluster.physics.iisc.ernet.in/ssep/	28	NULL	SSEP	SSEP is a comprehensive resource for accessing information related to the secondary structural elements present in the 25 and 90% non-redundant protein chains. The database contains 1771 protein chains from 1670 protein structures and 6182 protein chains from 5425 protein structures in 25 and 90% non-redundant protein chains, respectively. The current version provides information about the α-helical segments and β-strand fragments of varying lengths. In addition, it also contains the information about 310-helix, β- and ν-turns and hairpin loops. The free graphics program RASMOL has been interfaced with the search engine to visualize the three-dimensional structures of the user queried secondary structural fragment. The database is updated regularly and is available through Bioinformatics web server athttp://cluster.physics.iisc.ernet.in/ssep/orhttp://144.16.71.148/ssep/.	0.0	4	25	77	364	290	750	0.211524967543	0.206933075092	0.201481643582	0.200195714011	0.191963849793	3.63501974238	-2.36802113384	NULL	-0.2310753701	1.79883649871
28	http://dicsoft2.physics.iisc.ernet.in/sem/	29	NULL	SEM	SEM, Symmetry Equivalent Molecules, is a web-based graphical user interface to generate and visualize the symmetry equivalent molecules (proteins and nucleic acids). In addition, the program allows the users to save the three-dimensional atomic coordinates of the symmetry equivalent molecules in the local machine. The widely recognized graphics program RasMol has been deployed to visualize the reference (input atomic coordinates) and the symmetry equivalent molecules. This program is written using CGI/Perl scripts and has been interfaced with all the three-dimensional structures (solved using X-ray crystallography) available in the Protein Data Bank. The program, SEM, can be accessed over the World Wide Web interface athttp://dicsoft2.physics.iisc.ernet.in/sem/orhttp://144.16.71.11/sem/.	0.0	4	26	292	77	125	25	0.213721101709	0.191912042387	0.187600388848	0.165479806679	0.128985641759	3.34632908246	-2.36330375417	NULL	-0.122887571761	2.01117649448
29	http://projects.villa-bosch.de/mcm/software/molsurfer	30	NULL	MolSurfer	We describe the current status of the Java molecular graphics tool, MolSurfer. MolSurfer has been designed to assist the analysis of the structures and physico-chemical properties of macromolecular interfaces. MolSurfer provides a coupled display of two-dimensional (2D) maps of the interfaces generated with the ADS software and a three-dimensional (3D) view of the macromolecular structure in the Java PDB viewer, WebMol. The interfaces are analytically defined and properties such as electrostatic potential or hydrophobicity are projected on to them. MolSurfer has been applied previously to analyze a set of 39 protein–protein complexes, with structures available from the Protein Data Bank (PDB). A new application, described here, is the visualization of 75 interfaces in structures of protein–DNA and protein–RNA complexes. Another new feature is that the MolSurfer web server is now able to compute and map Poisson–Boltzmann electrostatic potentials of macromolecules onto interfaces. The MolSurfer web server is available athttp://projects.villa-bosch.de/mcm/software/molsurfer.	2.0	4	27	824	183	434	1406	0.164592034104	0.143764361096	0.141957351062	0.140722687667	1.1348348003	2.32923535545	-0.203934984267	NULL	-0.101202879586	1.65874038901
30	http://www.mrc-lmb.cam.ac.uk/genomes/nci/	31	NULL	NCI	NCI is a server for the identification of non-canonical interactions in protein structures. These interactions, which include N-H···π, Cα-H···π, Cα-H···O=C and variants of them, were first observed in small molecules and subsequently in high-resolution protein structures. Such interactions have been subjected to extensive structural analysis to elucidate the different geometric criteria required to identify them. These interactions have also recently been shown to be important for the stability of protein structures. In this work, I describe a server called NCI, which allows the user to either upload protein/peptide coordinates in Protein Data Bank (PDB) format or enter a Structural Classification of Proteins database (SCOP)/PDB identifier for which NCI identifies the different non-canonical interactions, based purely on geometric criteria. Results are presented as an HTML table, as a parseable text file and as a color-coded interaction matrix. In addition, the user can view the RasMol image highlighting the interactions in the protein structure and download the RasMol script. The NCI server is available at:http://www.mrc-lmb.cam.ac.uk/genomes/nci/.	4.0	4	28	1613	1973	1619	733	0.25352811358	0.220519814688	0.217792534379	0.217654931853	1.80434984136	1.88732425601	0.619375543609	NULL	1.24905711324	1.2243744978
31	http://pints.embl.de	32	NULL	PINTS	The detection of local structural patterns in proteins (e.g. active sites) can provide insights into protein function in the absence of sequence or fold similarity. Methods to detect such similarities are key during structural annotation, for example with results from Structural Genomics initiatives. PINTS (Patterns in Non-homologous Tertiary Structures,http://pints.embl.de) performs database searches for such patterns and most importantly provides a measure of statistical significance for any similarity uncovered. To aid functional annotation of proteins, we allow comparisons of pre-defined patterns against databases of complete structures and of entire structures to databases of particular residues likely to be functionally important.	8.0	4	29	450	674	505	822	0.228067043955	0.224014094614	0.219410813852	0.209573347485	0.62431800048	2.6956175953	-1.49254579776	NULL	0.00316569564332	1.86473082936
